anio,mes,region,prov,BIOMASA,energia_gen
2020,3,1,4,True,0.0
2020,3,7,19,True,0.0
2020,3,0,0,True,0.0
2020,3,6,10,True,1.7
2020,3,1,4,True,6.2
2020,3,7,19,True,0.0
2020,3,6,10,True,6.0
2020,3,7,13,True,0.0
2020,3,1,4,True,1.3
2020,4,7,19,True,0.0
2020,4,1,4,True,0.0
2020,4,7,19,True,0.0
2020,4,0,0,True,0.0
2020,4,6,10,True,1.6
2020,4,1,4,True,6.3
2020,4,7,19,True,0.0
2020,4,6,10,True,7.3
2020,4,7,13,True,0.0
2020,4,1,4,True,1.7
2020,5,7,19,True,0.0
2020,5,1,4,True,0.0
2020,5,7,19,True,0.0
2020,5,0,0,True,0.0
2020,5,6,10,True,1.7
2020,5,1,4,True,6.1
2020,5,7,19,True,1.2
2020,5,6,10,True,6.2
2020,5,7,13,True,1.7
2020,5,1,4,True,2.0
2020,6,7,19,True,0.6
2020,6,1,4,True,0.0
2020,6,7,19,True,1.1
2020,6,0,0,True,0.0
2020,6,6,10,True,1.7
2020,6,1,4,True,2.5
2020,6,7,19,True,3.9
2020,6,6,10,True,7.8
2020,6,7,13,True,19.4
2020,6,1,4,True,2.3
2020,7,1,4,True,0.0
2020,7,7,19,True,2.9
2020,7,7,19,True,1.3
2020,7,0,0,True,0.0
2020,7,6,10,True,1.8
2020,7,1,4,True,6.1
2020,7,7,19,True,3.9
2020,7,6,10,True,7.2
2020,7,7,13,True,17.8
2020,7,1,4,True,2.2
2020,7,6,5,True,1.3
2020,7,6,5,True,0.0
2020,8,6,5,True,3.5
2020,8,7,19,True,2.9
2020,8,1,4,True,0.0
2020,8,7,19,True,0.4
2020,8,0,0,True,0.0
2020,8,6,10,True,1.7
2020,8,1,4,True,5.9
2020,8,7,19,True,3.9
2020,8,6,10,True,8.6
2020,8,7,13,True,20.3
2020,8,1,4,True,2.2
2020,8,6,5,True,0.0
2020,9,6,5,True,10.1
2020,9,7,19,True,1.0
2020,9,1,4,True,0.0
2020,9,7,19,True,1.2
2020,9,0,0,True,0.0
2020,9,6,10,True,1.7
2020,9,1,4,True,5.5
2020,9,7,19,True,3.3
2020,9,6,10,True,7.9
2020,9,7,13,True,18.8
2020,9,1,4,True,2.1
2020,9,6,5,True,0.0
2020,10,6,5,True,11.4
2020,10,7,19,True,0.0
2020,10,1,4,True,0.0
2020,10,7,19,True,1.1
2020,10,0,0,True,0.0
2020,10,6,10,True,1.7
2020,10,1,4,True,5.4
2020,10,7,19,True,3.3
2020,10,6,10,True,8.2
2020,10,7,13,True,17.6
2020,10,1,4,True,0.0
2020,10,6,5,True,0.0
2020,11,6,5,True,1.7
2020,11,6,5,True,14.4
2020,11,7,19,True,0.0
2020,11,1,4,True,0.0
2020,11,7,19,True,1.2
2020,11,0,0,True,0.0
2020,11,6,10,True,1.6
2020,11,6,10,True,0.0
2020,11,1,4,True,5.9
2020,11,7,19,True,0.7
2020,11,6,10,True,8.5
2020,11,7,13,True,17.3
2020,11,1,4,True,0.9
2020,12,6,5,True,9.1
2020,12,6,5,True,15.4
2020,12,1,4,True,0.0
2020,12,7,19,True,0.9
2020,12,6,10,True,1.6
2020,12,6,10,True,0.1
2020,12,1,4,True,4.9
2020,12,6,10,True,7.4
2020,12,7,13,True,13.4
2020,12,1,4,True,2.2
2020,12,7,19,True,0.0
2020,12,0,0,True,0.0
2020,12,7,19,True,0.0
2021,1,6,5,True,10.5
2021,1,6,5,True,16.7
2021,1,7,19,True,0.0
2021,1,1,4,True,0.0
2021,1,7,19,True,0.0
2021,1,0,0,True,0.0
2021,1,6,10,True,0.9
2021,1,6,10,True,0.0
2021,1,1,4,True,5.5
2021,1,7,19,True,0.0
2021,1,6,10,True,7.4
2021,1,7,13,True,5.5
2021,1,1,4,True,2.1
2021,2,7,19,True,0.0
2021,2,0,0,True,0.0
2021,2,7,19,True,0.0
2021,2,6,10,True,6.6
2021,2,7,13,True,0.0
2021,2,6,10,True,1.6
2021,2,1,4,True,5.0
2021,2,1,4,True,1.9
2021,2,7,19,True,0.0
2021,2,1,4,True,0.0
2021,2,6,5,True,18.5
2021,2,6,5,True,9.7
2021,2,6,2,True,1.8
2021,2,6,10,True,0.2
2021,3,7,19,True,0.0
2021,3,0,0,True,0.0
2021,3,7,19,True,0.0
2021,3,6,10,True,7.2
2021,3,7,13,True,0.0
2021,3,6,10,True,1.8
2021,3,1,4,True,5.6
2021,3,1,4,True,2.3
2021,3,7,19,True,0.0
2021,3,1,4,True,0.0
2021,3,6,5,True,16.4
2021,3,6,5,True,10.4
2021,3,6,2,True,2.6
2021,3,6,10,True,0.0
2021,4,7,19,True,0.0
2021,4,0,0,True,0.0
2021,4,7,19,True,0.0
2021,4,6,10,True,7.5
2021,4,7,13,True,0.0
2021,4,6,10,True,1.6
2021,4,1,4,True,0.4
2021,4,1,4,True,2.1
2021,4,7,19,True,0.0
2021,4,1,4,True,0.0
2021,4,6,5,True,21.4
2021,4,6,5,True,11.0
2021,4,6,2,True,2.1
2021,4,6,10,True,0.0
2021,5,7,19,True,0.0
2021,5,0,0,True,0.0
2021,5,7,19,True,1.8
2021,5,6,10,True,8.0
2021,5,7,13,True,1.8
2021,5,6,10,True,1.7
2021,5,1,4,True,3.2
2021,5,1,4,True,2.1
2021,5,7,19,True,0.0
2021,5,1,4,True,0.0
2021,5,6,5,True,23.4
2021,5,6,5,True,9.9
2021,5,6,2,True,3.5
2021,5,6,10,True,0.0
2021,6,7,19,True,0.3
2021,6,0,0,True,0.0
2021,6,7,19,True,2.6
2021,6,6,10,True,7.8
2021,6,7,13,True,17.5
2021,6,6,10,True,1.6
2021,6,1,4,True,5.2
2021,6,1,4,True,2.5
2021,6,7,19,True,0.6
2021,6,1,4,True,0.0
2021,6,6,5,True,21.7
2021,6,6,5,True,11.2
2021,6,6,2,True,3.8
2021,6,6,10,True,0.0
2021,6,6,10,True,0.8
2021,7,7,19,True,2.6
2021,7,0,0,True,0.0
2021,7,7,19,True,3.3
2021,7,6,10,True,4.9
2021,7,7,13,True,7.9
2021,7,6,10,True,1.7
2021,7,1,4,True,5.9
2021,7,1,4,True,2.4
2021,7,7,19,True,1.0
2021,7,1,4,True,0.0
2021,7,6,5,True,22.1
2021,7,6,5,True,11.9
2021,7,6,2,True,3.6
2021,7,6,10,True,0.0
2021,7,6,10,True,2.2
2021,8,7,19,True,2.4
2021,8,0,0,True,0.0
2021,8,7,19,True,3.0
2021,8,6,10,True,7.3
2021,8,7,13,True,16.7
2021,8,6,10,True,1.6
2021,8,1,4,True,5.6
2021,8,1,4,True,2.0
2021,8,7,19,True,1.4
2021,8,1,4,True,0.0
2021,8,6,5,True,22.2
2021,8,6,5,True,11.9
2021,8,6,2,True,4.4
2021,8,6,10,True,0.0
2021,8,6,10,True,2.2
2021,9,7,19,True,0.9
2021,9,0,0,True,0.0
2021,9,7,19,True,2.7
2021,9,6,10,True,7.5
2021,9,7,13,True,16.3
2021,9,6,10,True,1.5
2021,9,1,4,True,5.7
2021,9,1,4,True,1.0
2021,9,7,19,True,1.4
2021,9,1,4,True,0.0
2021,9,6,5,True,22.6
2021,9,6,5,True,11.5
2021,9,6,2,True,0.2
2021,9,6,2,True,2.9
2021,9,6,10,True,0.0
2021,9,6,10,True,2.1
2021,10,7,19,True,0.0
2021,10,0,0,True,0.0
2021,10,7,19,True,2.2
2021,10,6,10,True,7.7
2021,10,7,13,True,15.4
2021,10,6,10,True,1.6
2021,10,1,4,True,6.0
2021,10,1,4,True,2.0
2021,10,7,19,True,1.4
2021,10,1,4,True,0.0
2021,10,6,5,True,22.5
2021,10,6,5,True,11.2
2021,10,6,2,True,0.1
2021,10,6,2,True,4.8
2021,10,6,10,True,0.0
2021,10,6,10,True,2.2
2021,11,6,5,True,5.8
2021,11,6,10,True,2.1
2021,11,6,2,True,3.9
2021,11,6,5,True,23.7
2021,11,7,19,True,0.0
2021,11,1,4,True,0.0
2021,11,7,19,True,0.0
2021,11,0,0,True,0.0
2021,11,6,10,True,1.6
2021,11,6,10,True,0.0
2021,11,1,4,True,5.8
2021,11,7,19,True,0.8
2021,11,6,10,True,7.6
2021,11,7,13,True,15.8
2021,11,1,4,True,2.3
2021,11,6,2,True,0.6
2021,12,7,19,True,0.0
2021,12,0,0,True,0.0
2021,12,7,19,True,0.0
2021,12,6,10,True,8.2
2021,12,7,13,True,1.1
2021,12,6,10,True,1.6
2021,12,1,4,True,5.6
2021,12,1,4,True,2.3
2021,12,7,19,True,0.0
2021,12,1,4,True,0.0
2021,12,6,5,True,24.7
2021,12,6,5,True,6.9
2021,12,6,2,True,0.4
2021,12,6,2,True,5.9
2021,12,6,10,True,0.0
2021,12,6,10,True,2.2
2022,1,7,19,True,0.0
2022,1,0,0,True,0.0
2022,1,7,19,True,0.0
2022,1,6,10,True,8.1
2022,1,7,13,True,0.0
2022,1,6,10,True,0.9
2022,1,1,4,True,5.9
2022,1,1,4,True,2.3
2022,1,7,19,True,0.0
2022,1,1,4,True,0.0
2022,1,6,5,True,24.1
2022,1,6,5,True,9.6
2022,1,6,2,True,0.3
2022,1,6,2,True,5.8
2022,1,6,10,True,0.0
2022,1,6,10,True,2.2
2022,2,6,5,True,10.1
2022,2,6,10,True,2.0
2022,2,6,2,True,4.4
2022,2,6,5,True,21.2
2022,2,7,19,True,0.0
2022,2,1,4,True,0.0
2022,2,7,19,True,0.0
2022,2,0,0,True,0.0
2022,2,6,10,True,1.5
2022,2,6,10,True,0.1
2022,2,1,4,True,5.6
2022,2,7,19,True,0.0
2022,2,6,10,True,7.3
2022,2,7,13,True,0.0
2022,2,1,4,True,1.7
2022,2,6,2,True,0.2
2022,2,6,10,True,0.0
2022,2,6,2,True,0.2
2022,3,6,5,True,10.9
2022,3,6,10,True,2.1
2022,3,6,2,True,5.4
2022,3,6,5,True,18.2
2022,3,7,19,True,0.0
2022,3,1,4,True,0.0
2022,3,7,19,True,0.0
2022,3,0,0,True,0.0
2022,3,6,10,True,1.6
2022,3,6,10,True,0.2
2022,3,1,4,True,2.2
2022,3,7,19,True,0.0
2022,3,6,10,True,7.9
2022,3,7,13,True,0.0
2022,3,1,4,True,1.7
2022,3,6,2,True,0.0
2022,4,6,5,True,10.8
2022,4,6,10,True,2.0
2022,4,6,2,True,4.4
2022,4,6,5,True,23.4
2022,4,7,19,True,0.0
2022,4,1,4,True,0.0
2022,4,7,19,True,0.0
2022,4,0,0,True,0.0
2022,4,6,10,True,1.6
2022,4,6,10,True,0.3
2022,4,1,4,True,4.2
2022,4,7,19,True,0.0
2022,4,6,10,True,6.6
2022,4,7,13,True,0.0
2022,4,1,4,True,2.3
2022,4,6,2,True,0.0
2022,5,6,5,True,9.6
2022,5,6,10,True,2.2
2022,5,6,2,True,1.8
2022,5,6,5,True,23.7
2022,5,7,19,True,0.0
2022,5,1,4,True,0.0
2022,5,7,19,True,0.3
2022,5,0,0,True,0.0
2022,5,6,10,True,1.7
2022,5,6,10,True,0.9
2022,5,1,4,True,5.4
2022,5,7,19,True,2.1
2022,5,6,10,True,7.3
2022,5,7,13,True,0.0
2022,5,1,4,True,2.2
2022,5,6,2,True,0.0
2022,6,7,19,True,1.9
2022,6,0,0,True,0.0
2022,6,7,19,True,2.9
2022,6,6,10,True,0.2
2022,6,7,13,True,10.5
2022,6,6,10,True,1.7
2022,6,1,4,True,4.6
2022,6,1,4,True,1.9
2022,6,7,19,True,1.4
2022,6,1,4,True,0.0
2022,6,6,5,True,22.3
2022,6,6,5,True,10.2
2022,6,6,2,True,0.0
2022,6,6,2,True,4.7
2022,6,6,10,True,0.5
2022,6,6,10,True,2.1
2022,6,6,10,True,0.0
2022,6,6,2,True,0.0
2022,7,6,5,True,10.5
2022,7,6,10,True,2.2
2022,7,6,2,True,5.8
2022,7,6,5,True,22.6
2022,7,7,19,True,1.9
2022,7,1,4,True,0.0
2022,7,7,19,True,1.5
2022,7,0,0,True,0.0
2022,7,6,10,True,1.8
2022,7,6,10,True,0.8
2022,7,1,4,True,4.8
2022,7,7,19,True,4.0
2022,7,6,10,True,6.3
2022,7,7,13,True,11.6
2022,7,1,4,True,2.1
2022,7,6,2,True,0.0
2022,7,6,10,True,0.0
2022,7,6,2,True,0.0
2022,8,7,19,True,1.6
2022,8,0,0,True,0.0
2022,8,7,19,True,3.2
2022,8,6,10,True,8.5
2022,8,7,13,True,11.7
2022,8,6,10,True,1.7
2022,8,1,4,True,5.8
2022,8,1,4,True,2.4
2022,8,7,19,True,1.2
2022,8,1,4,True,0.0
2022,8,6,5,True,23.0
2022,8,6,5,True,9.6
2022,8,6,2,True,0.0
2022,8,6,2,True,6.5
2022,8,6,10,True,0.6
2022,8,6,10,True,2.0
2022,9,7,19,True,0.5
2022,9,0,0,True,0.0
2022,9,7,19,True,2.2
2022,9,6,10,True,8.2
2022,9,7,13,True,8.9
2022,9,6,10,True,1.8
2022,9,1,4,True,5.7
2022,9,1,4,True,1.2
2022,9,7,19,True,1.4
2022,9,1,4,True,0.0
2022,9,6,5,True,24.0
2022,9,6,5,True,10.0
2022,9,6,2,True,0.0
2022,9,6,2,True,5.2
2022,9,6,10,True,0.4
2022,9,6,10,True,2.1
2022,10,7,19,True,0.0
2022,10,0,0,True,0.0
2022,10,7,19,True,0.7
2022,10,6,10,True,8.0
2022,10,7,13,True,11.2
2022,10,6,10,True,1.7
2022,10,1,4,True,5.1
2022,10,1,4,True,2.2
2022,10,7,19,True,1.0
2022,10,1,4,True,0.0
2022,10,6,5,True,22.1
2022,10,6,5,True,10.5
2022,10,6,2,True,0.0
2022,10,6,2,True,5.8
2022,10,6,10,True,0.0
2022,10,6,10,True,2.2
2022,11,7,19,True,0.0
2022,11,0,0,True,0.0
2022,11,7,19,True,0.0
2022,11,6,10,True,8.0
2022,11,7,13,True,11.1
2022,11,6,10,True,1.7
2022,11,1,4,True,5.0
2022,11,1,4,True,2.0
2022,11,7,19,True,0.2
2022,11,1,4,True,0.0
2022,11,6,5,True,20.2
2022,11,6,5,True,10.4
2022,11,6,2,True,0.1
2022,11,6,2,True,4.8
2022,11,6,10,True,0.8
2022,11,6,10,True,2.2
2022,12,6,10,True,2.1
2022,12,6,2,True,5.2
2022,12,6,5,True,26.0
2022,12,7,19,True,0.0
2022,12,1,4,True,0.0
2022,12,7,19,True,0.0
2022,12,0,0,True,0.0
2022,12,6,10,True,1.8
2022,12,6,10,True,0.7
2022,12,1,4,True,5.4
2022,12,7,19,True,0.0
2022,12,6,10,True,8.1
2022,12,7,13,True,3.6
2022,12,1,4,True,2.1
2022,12,6,2,True,0.0
2022,12,6,5,True,10.6
2023,1,7,19,True,0.0
2023,1,0,0,True,0.0
2023,1,7,19,True,0.0
2023,1,6,10,True,7.0
2023,1,7,13,True,0.0
2023,1,6,10,True,1.8
2023,1,1,4,True,5.4
2023,1,1,4,True,2.0
2023,1,7,19,True,0.0
2023,1,1,4,True,0.0
2023,1,6,5,True,25.2
2023,1,6,2,True,0.0
2023,1,6,2,True,6.0
2023,1,6,10,True,0.6
2023,1,6,10,True,2.2
2023,1,6,5,True,9.9
2023,2,7,19,True,0.0
2023,2,0,0,True,0.0
2023,2,7,19,True,0.0
2023,2,6,10,True,7.8
2023,2,7,13,True,0.0
2023,2,6,10,True,1.4
2023,2,1,4,True,4.9
2023,2,1,4,True,1.9
2023,2,7,19,True,0.0
2023,2,1,4,True,0.0
2023,2,6,5,True,21.4
2023,2,6,5,True,6.5
2023,2,6,2,True,0.0
2023,2,6,2,True,5.1
2023,2,6,10,True,0.5
2023,2,6,10,True,2.0
2023,3,7,19,True,0.0
2023,3,0,0,True,0.0
2023,3,7,19,True,0.0
2023,3,6,10,True,8.5
2023,3,7,13,True,0.0
2023,3,6,10,True,1.2
2023,3,1,4,True,0.5
2023,3,1,4,True,2.0
2023,3,7,19,True,0.0
2023,3,1,4,True,0.0
2023,3,6,5,True,21.7
2023,3,6,5,True,9.4
2023,3,6,2,True,0.0
2023,3,6,2,True,6.5
2023,3,6,10,True,0.6
2023,3,6,10,True,2.2
2023,4,7,19,True,0.0
2023,4,0,0,True,0.0
2023,4,7,19,True,0.0
2023,4,6,10,True,8.5
2023,4,7,13,True,0.0
2023,4,6,10,True,1.8
2023,4,1,4,True,0.4
2023,4,1,4,True,1.8
2023,4,7,19,True,0.0
2023,4,1,4,True,0.0
2023,4,6,5,True,24.4
2023,4,6,5,True,9.2
2023,4,6,2,True,0.0
2023,4,6,2,True,5.9
2023,4,6,10,True,0.7
2023,4,6,10,True,2.1
2023,5,7,19,True,0.0
2023,5,0,0,True,0.0
2023,5,7,19,True,1.0
2023,5,6,10,True,5.6
2023,5,7,13,True,0.0
2023,5,6,10,True,1.7
2023,5,1,4,True,4.9
2023,5,1,4,True,2.2
2023,5,7,19,True,0.0
2023,5,1,4,True,0.0
2023,5,6,5,True,25.1
2023,5,6,5,True,9.5
2023,5,6,2,True,0.1
2023,5,6,2,True,5.7
2023,5,6,10,True,0.8
2023,5,6,10,True,2.2
2023,6,7,19,True,0.2
2023,6,0,0,True,0.0
2023,6,7,19,True,1.8
2023,6,6,10,True,8.1
2023,6,7,13,True,5.1
2023,6,6,10,True,1.3
2023,6,1,4,True,5.6
2023,6,1,4,True,2.2
2023,6,7,19,True,0.3
2023,6,1,4,True,0.0
2023,6,6,5,True,20.6
2023,6,6,5,True,8.9
2023,6,6,2,True,0.1
2023,6,6,2,True,1.2
2023,6,6,10,True,0.5
2023,6,6,10,True,1.1
